type,id,Name,Age,Notes-age,Gender,Location,County or unitary authority,Country or english region,dod_day,dod_month,dod_year,Notes-dod,blurb,Died on streets,In hospital,Temp accomm,Recording by,reporting_by,reporting_link,Other Links,img_file,img_credit,notes
text1,dh0091,Colin Ellis,,60s,M,Havering,,London,,,2017,Late Autumn,"Colin was found behind the steering wheel of his car in late autumn 2017. By the time he was discovered, he had been there for several days. Charity workers recalled Mr Ellis regularly bought food and gave his own cash to other people on the streets.",,,,,the Romford Recorder,http://www.romfordrecorder.co.uk/news/homeless-deaths-in-havering-1-5733053,,,,
text1,dh0119,"""Honda""",38,,M,Sheffield,Sheffield,Yorkshire and the Humber,29,1,2018,,"Honda was found dead on the streets in Sheffield City Centre on 29 January. It is believed Honda had been sleeping rough for around 12 years, he was 38 when he died. ",x,,,,The Star,https://www.thestar.co.uk/news/tributes-paid-to-man-found-dead-on-the-streets-in-sheffield-city-centre-1-8994508,,,,
text1,dh0120,Rinku Singh,37,,M,London,,London,29,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0116,Detlef Schadowski,68,,M,London,,London,28,1,2018,,DS passed away in a room after receiving palliative care after leaving hospital.,,,,,a local charity,,,,,
text2,dh0117,Unknown,,,M,Windsor,Windsor and Maidenhead,South East,28,1,2018,,"A man died in hospital 11 days after falling in a scalding hot bath, in a homeless shelter in Southall, Windsor. His family have asked that he not be identified. ",,,x,,The Guardian,https://www.theguardian.com/society/2018/feb/06/concerns-raised-over-death-homeless-man-windsor-hostel,,,,
text1,dh0118,Pawel Szymczyk,42,,M,London,,London,28,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0115,Donna Marshall,62,,F,London,,London,24,1,2018,,Passed away in Kings College Hospital after being in for one week. Cause: Vascular disease.,,x,,,a local charity,,,,,
text1,dh0113,Kevin Fillsell,66,,M,Bournemouth,Bournemouth,South West,22,1,2018,,Sixty-six year old 'Kev' was found under a flyover in a car park in Bournemouth.,x,,,,Metro,http://metro.co.uk/2018/01/23/homeless-man-died-days-council-took-sleeping-bag-away-7253293/,http://www.bournemouthecho.co.uk/news/15890089.Man_s_touching_friendship_with__homeless_Kev__who_was_found_dead_in_Bournemouth_car_park/,,,
text1,dh0114,Lee Bassey,45,,M,London,,London,22,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0112,Preston/Christian Brown,41,,M,London,,London,21,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0417,Rafal Jarzabek,40,,M,Luton,Luton,South East,20,1,2018,,Rafal died while staying in a squat. It was suspected he had used Spice.,,,x,,a local charity,,,,,
text2,dh0111,Unknown,,60s,M,Havering,,London,18,1,2018,,"A man was found on the streets. He had a lung disease called COPD, which can cause breathing difficulties, but he also struggled with his mental wellbeing and had problems with alcohol abuse.",x,,,,the Romford Recorder,http://www.romfordrecorder.co.uk/news/homeless-deaths-in-havering-1-5733053,,,,
text1,dh0109,Russell Lane,47,,M,Rochester,Kent,South East,17,1,2018,,"Tragically, Russell was tipped into a bin lorry while he slept. He suffered leg and pelvic injuries, was rushed to hospital but died nine days later.",,,,,Kent Live,https://www.kentlive.news/news/kent-news/inquest-held-death-homeless-man-1671132,,,,
text1,dh0110,Alwin Benain,41,,M,London,,London,17,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0108,Anthony Richardson,45,,M,Grimsby,North East Lincolnshire,Yorkshire and the Humber,16,1,2018,,"Anthony, known as Tosh, died in hospital following an altercation outside a bank in Grimsby. A murder trial is currently underway.",,x,,,the Grimsby Telegraph,https://www.grimsbytelegraph.co.uk/news/grimsby-news/friends-pay-tribute-tosh-who-1072621,,,,
text2,dh0107,Anonymous,61,,M,Northampton,Northamptonshire,East Midlands,15,1,2018,,,,,,,a local charity,,,,,
text2,dh0106,Unknown,,,Unknown,Glasgow,Glasgow,Scotland,14,1,2018,,This death was heard about through FOI and no more is known at this time. ,,,,,a FOI request,,,,,
text1,dh0103,Laura Cairns,,,F,Leamington Spa,Warwickshire,West Midlands,13,1,2018,,Laura had recently moved into temporary accomodation - she had been unwell and died a few weeks later.,,,x,,a local charity,,,,,
text1,dh0104,Raghbir Singh,45,,M,London,,London,13,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text2,dh0105,Unknown,,,Unknown,Glasgow,Glasgow,Scotland,13,1,2018,,This death was heard about through FOI and no more is known at this time. ,,,,,a FOI request,,,,,
text1,dh0101,Matthew Small,40,,M,Leicester,Leicester,East Midlands,12,1,2018,,"Matthew was found dead in a city centre park. The night before he died he had told a charity shelter worker how he hoped he could volunteer for the project some day. He had been staying at the One Roof Leicester shelter since December, he was found on 12 January. “He would often offer sweets or biscuits to everyone in the shelter, sharing what little he had. “He enjoyed taking part in the recreational activities that were available at the shelter, in particular card games and Jenga,” shelter worker Salma Ravat told the local press.",x,,,,the Leicester Mercury,https://www.leicestermercury.co.uk/news/local-news/he-would-share-what-little-1065130,https://www.leicestermercury.co.uk/news/leicester-news/vigil-homeless-man-died-leicester-1082301?utm_source=dlvr.it&utm_medium=facebook,,,
text1,dh0102,Kevin Kerr,47,,M,London,,London,12,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0100,Jacqueline Hamilton,53,,F,London,,London,10,1,2018,,"Found unresponsive in her bedroom. An ambulance was called. Declared deased on arrival at hospital, cause: Pneumonia.",,,,,,,,,,
text1,dh0416,Campbell McLoud,54,,M,,,Scotland,9,1,2018,,Campell died in January. He was accessing homeless services.,,,,,a local charity,,,,,
text1,dh0099,Fiona Watson,56,,F,Leeds,Leeds,Yorkshire and the Humber,8,1,2018,,"Fifty-six year old Fiona was found collapsed in the Dark Arches in Leeds, the same place where Alan Cambell (see separate entry) died less than three months earlier. ",x,,,,the Yorkshire Evening Post,https://www.yorkshireeveningpost.co.uk/news/homeless-woman-found-dead-in-leeds-city-centre-1-8945443,https://www.yorkshireeveningpost.co.uk/news/leeds-detectives-name-rough-sleeper-found-dead-in-dark-arches-1-8952418,,,
text1,dh0097,Kenneth Howson,65,,M,Leeds,Leeds,Yorkshire and the Humber,5,1,2018,,"Kenneth’s decomposed body was found in a field where he lived in a tent. The pensioner was said to be ""loved and cherished"" by many.",x,,,,Yorkshire Evening Post,https://www.yorkshireeveningpost.co.uk/news/vicar-s-tributes-to-homeless-pensioner-found-dead-in-field-near-leeds-church-1-9269258,,,,
text1,dh0098,Robert Smith,67,,M,London,,London,5,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text2,dh0096,Unknown,,40s,M,Liverpool,Liverpool,North West,4,1,2018,,A man died after sleeping in a doorway in freezing temperatures that dropped to -3 degrees Celsius. He was sleeping in Liverpool city centre. ,,x,,,the Sun,https://www.thesun.co.uk/news/2558739/homeless-man-dies-after-being-found-freezing-in-a-city-centre-doorway-on-the-coldest-night-of-the-year/,,,,
text1,dh0094,Alan Higginson,81,,M,Norwich,Norfolk,South East,3,1,2018,,"Eighty-one year old Alan was often seen sleeping by the John Lewis in Norwich, according to local news reports. He died in hospital.",,x,,,Eastern Daily Press,http://www.edp24.co.uk/news/appeal-to-trace-family-of-homeless-man-1-5367510,,,,
text1,dh0095,Jean Louis Du Plessis,41,,M,Bristol,Bristol,South West,3,1,2018,,Jean was found unresponsive and in a “sleeping position” in a car park during the freezing weather of Storm Eleanor. An inquest found him to be in a state of “prolonged starvation”.,x,,,,the Bristol Post,https://www.bristolpost.co.uk/news/bristol-news/homeless-man-dies-outside-bristol-1531228,,,,
photo,dh0092,Neil Martin,49,,M,Maidstone,Kent,South East,2,1,2018,,"Neil was found dead in his tent, in a carpark in Maidstone. He had suffered a stroke years ago and used a stick to walk. He was 49 when he died. He was found on 2 January, as the UK was in the midst of extremely cold weather brought in by Storm Eleanor.",x,,,,Kent Online,http://www.kentonline.co.uk/maidstone/news/neil-martin-found-dead-in-maidstone-car-park-158336/,,img/neil-martin.jpg,Kay Best,
text1,dh0093,James Crawford,53,,M,London,,London,2,1,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text2,dh0121,Anonymous,47,,F,Northampton,Northamptonshire,East Midlands,,1,2018,,,,,,,a local charity,,,,,
text2,dh0122,Unknown,55,,M,Brighton,Brighton and Hove,South East,,1,2018,,"Living in long-term, temporary accommodation.",,,,,a local charity,,,,,
text1,dh0123,Steve,,,M,Dudley,Dudley,West Midlands,,1,2018,Week commencing 22/01/2018,"Steve was found dead on the streets, at a derelict plot of land in Dudley. He had been sleeping in a tent at the site for several weeks. Local MP, Ian Austin, said: ""It's a scandal that homeless people are dying on the streets in Britain today.”",x,,,,the Express and Star,https://www.expressandstar.com/news/local-hubs/dudley/2018/01/30/homeless-man-found-dead-in-street/,,,,
text1,dh0124,Philip Luce,69,,M,Bristol,Bristol,South West,,1,2018,,Philip was living in a forested area out the outskirts of Bristol. His body was found in a state of decomposition and his actually date of death is unknown. An inquest could not find a cause of death.,x,,,,the Bristol Post,https://www.bristolpost.co.uk/news/bristol-news/homeless-pensioner-living-bristol-woods-1528925,,,,
text2,dh0125,Anonymous,,,M,Cambridge,Cambridgeshire,East of England,,1,2018,,A man died in hospital two weeks after being brutally attacked. He had been homeless and living in social housing. A post-mortem enquiry revealed he died as a result of complications arising from an infection to his lungs.,,,x,,Cambridgeshire Live,https://www.cambridge-news.co.uk/news/cambridge-news/shaun-gregory-homeless-man-kicked-14943595,,,,
text1,dh0126,Martin Ripley,50,,M,Canterbury,Kent,South East,,1,2018,,,,,,,Kent Online,http://www.kentonline.co.uk/canterbury/news/spike-in-deaths-among-citys-homeless-187386/,,,,
text1,dh0127,Richard Racketts,53,,M,London,,London,,1,2018,,,,,,,a local charity,,,,,
text2,dh0128,Unknown,60,,Unknown,Shetland Islands,Shetland Islands,Scotland,,1,2018,,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text1,dh0129,Pepe,33,,M,Stratford,Newham,London,,1,2018,,"Pepe was sleeping rough around the Stratford shopping centre. Those that knew him told a local reporter that he was “absolutely amazing”, a “cheeky chappy” who could “spin a tale”, and a “ladies’ man”",,,,,the Newham Recorder,https://www.newhamrecorder.co.uk/news/newham-homeless-deaths-1-5742503,,,,
text1,dh0130,Kayla Terry,31,,F,Norwich ,Norfolk,East of England,,1,2018,Between 15 Jan 2018 to 31 Jan 2018,"Woman was found dead on a mattress in a homeless camp in woods in Norwich. A ""vacuum of evidence"" is delaying her inquest. A post mortem examination found she had combination of drugs in her system. She was reported missing two weeks prior to her being found.",x,,,,Eastern Daily Press,http://www.edp24.co.uk/news/norfolk-coroners-court-inquest-of-norwich-woman-kayla-terry-1-5756293,,,,
text1,dh0505,Julie,,,F,Wolverhampton,Wolverhampton,West Midlands,,1,2018,,No more is known about this woman.,,,,,ITV Central,https://www.itv.com/news/central/2019-03-06/itv-central-investigation-life-and-death-on-the-streets/,,,,
text1,dh0157,Henrik Conrad Bartlomiej,,,M,Watford,Hertfordshire,East of England,28,2,2018,,"Polish-born Henrik was found outside the tent he slept in, in Watford. Chief executive of local charity New Hope, Matthew Heasman, said: “We were shocked and saddened to learn of Bart’s death, he is missed dearly by both service users and staff. It’s devastating for someone to lose their life so young because of rough sleeping."" An inquest found he had died from acute alcohol toxicity,",x,,,,the Watford Observer,https://www.watfordobserver.co.uk/news/16443795.alcohol-caused-death-of-rough-sleeper-in-watford-inquest-finds/,,,,
photo,dh0154,Daniel Hutton,26,,M,Burton,Staffordshire,West Midlands,27,2,2018,,Danny had been living on the streets for several years. He died in the home of a local resident who had offered him a warm place during Storm Emma. An inquest is set to take place.,,,x,,the Burton Mail,https://www.burtonmail.co.uk/news/burton-news/burton-homeless-man-funeral-appeal-1300776,,img/daniel-hutton.jpg,the Burton Mail,
text1,dh0155,Ben,53,,M,Retford,Nottinghamshire,East Midlands,27,2,2018,,"Ben died in his tent in freezing weather conditions. He was 53 and had only recently been discharged from hospital after being treated for pneumonia. According to a local woman who knew him, Ben had worked as a bricklayer but had stopped working after the death of his partner seven years earlier. ",x,,,,the Independent,http://www.independent.co.uk/news/uk/home-news/homeless-man-freeze-death-tent-church-uk-weather-retford-nottinghamshire-a8236456.html,,,,
text1,dh0156,Mark Leighton,57,,M,London,,London,27,2,2018,,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
